Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,DTIRatio,HasMortgage,HasDependents,Default
21,46875.0,13496.0,603.0,204,3,14.74,28.79,1,0,0
28,47151.0,16938.0,718.0,191,5,11.78,35.92,0,1,0
55,60086.0,26650.0,636.0,99,4,10.02,44.35,1,0,1
35,42259.0,20073.0,564.0,21,5,11.68,47.5,1,1,1
42,40929.0,8948.0,549.0,17,6,14.35,21.86,0,0,1
34,70833.0,26868.0,772.0,11,6,16.66,37.93,1,0,0
46,65928.0,15306.0,661.0,179,8,11.99,23.22,0,0,0
48,78601.0,13209.0,603.0,122,7,8.18,16.81,0,0,0
43,32453.0,12710.0,631.0,221,5,17.0,39.16,0,0,0
34,45956.0,3635.0,715.0,116,11,9.41,7.91,0,1,0
44,60061.0,14232.0,627.0,50,5,14.04,23.7,1,1,1
22,38339.0,18482.0,534.0,231,4,12.9,48.21,0,1,0
46,66550.0,12302.0,676.0,70,0,12.37,18.49,0,0,0
34,77043.0,17943.0,747.0,223,8,11.05,23.29,1,1,0
27,44500.0,8949.0,741.0,47,8,15.48,20.11,1,1,0
23,55695.0,14014.0,605.0,18,8,3.0,25.16,0,1,1
43,81201.0,17216.0,752.0,5,10,17.55,21.2,1,0,0
63,87387.0,16328.0,667.0,83,7,9.35,18.68,1,1,0
38,68424.0,3762.0,749.0,154,9,14.63,5.5,0,1,0
58,65682.0,11927.0,696.0,52,2,14.42,18.16,0,0,0
55,39633.0,26742.0,528.0,106,0,18.1,67.47,0,1,1
35,61466.0,11553.0,790.0,100,10,13.79,18.8,1,0,0
45,65023.0,15111.0,654.0,47,11,9.68,23.24,1,1,0
57,51213.0,14393.0,696.0,134,11,6.58,28.1,1,1,0
48,44294.0,25978.0,542.0,186,7,11.6,58.65,0,1,1
30,31937.0,24033.0,690.0,68,6,5.17,75.25,0,0,0
59,23721.0,20653.0,738.0,10,4,10.49,87.07,0,0,0
37,19938.0,8187.0,805.0,142,9,11.83,41.06,0,1,0
59,65430.0,17514.0,762.0,191,6,10.24,26.77,1,0,0
42,57659.0,18976.0,694.0,130,9,13.17,32.91,1,0,0
46,46291.0,10110.0,526.0,121,3,12.06,21.84,0,1,1
64,49034.0,8906.0,661.0,68,8,11.69,18.16,0,0,0
45,58788.0,26935.0,603.0,22,10,3.3,45.82,0,0,0
37,52038.0,12894.0,669.0,180,9,7.82,24.78,0,0,0
33,30870.0,26305.0,553.0,36,1,15.57,85.21,0,0,1
40,71434.0,21980.0,633.0,8,8,16.22,30.77,0,1,1
45,60474.0,17855.0,609.0,14,8,5.64,29.53,0,1,1
24,59786.0,18168.0,606.0,130,4,9.74,30.39,0,1,0
30,70076.0,5197.0,607.0,92,10,17.29,7.42,0,1,0
23,40354.0,16447.0,639.0,197,0,10.13,40.76,0,1,0
61,76847.0,24919.0,673.0,16,6,12.55,32.43,1,1,0
38,52479.0,19769.0,450.0,153,9,18.77,37.67,0,0,1
56,70995.0,16080.0,460.0,148,9,11.55,22.65,1,1,1
42,68220.0,26984.0,623.0,71,3,10.98,39.55,0,0,1
54,36302.0,13705.0,634.0,148,8,12.37,37.75,0,1,0
28,64052.0,10663.0,665.0,120,5,20.41,16.65,0,1,0
60,60873.0,16077.0,592.0,10,2,14.78,26.41,0,0,1
64,55546.0,20365.0,651.0,165,5,13.08,36.66,1,1,0
39,53301.0,2975.0,660.0,71,9,10.9,5.58,0,0,0
62,53454.0,16994.0,591.0,105,5,15.16,31.79,1,1,0
61,69628.0,20672.0,731.0,215,4,15.64,29.69,1,0,0
57,65402.0,13113.0,664.0,124,1,8.71,20.05,0,1,0
26,55549.0,22749.0,694.0,34,9,15.75,40.95,0,0,0
46,28145.0,19488.0,656.0,118,9,12.4,69.24,1,0,1
54,63900.0,29990.0,818.0,13,1,13.1,46.93,0,0,0
26,68025.0,9746.0,698.0,13,6,9.46,14.33,1,0,0
57,96407.0,20815.0,611.0,9,1,11.4,21.59,0,0,0
53,74358.0,7879.0,716.0,139,11,8.88,10.6,0,1,0
42,20815.0,3692.0,519.0,37,5,8.69,17.74,0,0,1
41,56412.0,1000.0,660.0,107,4,14.51,1.77,0,0,0
26,87605.0,18768.0,676.0,118,3,11.58,21.42,1,0,0
26,66224.0,16290.0,660.0,237,6,7.8,24.6,0,1,0
24,60916.0,11647.0,623.0,33,7,21.71,19.12,1,1,1
50,71204.0,2585.0,569.0,168,3,8.5,3.63,0,1,0
31,43797.0,10167.0,587.0,9,0,17.37,23.21,0,1,1
50,63606.0,15029.0,658.0,121,0,7.09,23.63,0,0,0
51,50492.0,20552.0,561.0,144,0,14.83,40.7,0,0,1
44,54647.0,14884.0,792.0,144,10,12.0,27.24,0,0,0
29,69912.0,16764.0,439.0,194,0,10.48,23.98,0,1,1
23,38319.0,12367.0,624.0,189,4,13.79,32.27,1,1,1
51,78184.0,27245.0,659.0,222,3,13.25,34.85,0,0,0
60,47389.0,7872.0,691.0,114,8,9.75,16.61,0,0,0
57,59692.0,10105.0,577.0,0,2,9.57,16.93,1,0,0
56,29791.0,11553.0,741.0,11,6,6.7,38.78,1,0,0
44,67957.0,18799.0,538.0,102,10,14.22,27.66,0,1,1
51,81037.0,7728.0,605.0,3,7,7.98,9.54,0,0,0
26,45736.0,15950.0,700.0,169,5,13.02,34.87,1,1,0
22,35016.0,16154.0,733.0,140,11,15.37,46.13,1,0,0
40,60004.0,10139.0,538.0,97,9,13.83,16.9,0,1,1
48,81187.0,17310.0,850.0,105,0,10.11,21.32,0,1,0
31,28903.0,7945.0,578.0,84,7,16.64,27.49,1,1,0
24,35086.0,7180.0,545.0,213,9,11.37,20.46,0,1,1
35,46825.0,15697.0,690.0,120,2,7.66,33.52,1,1,0
26,40234.0,3382.0,622.0,131,7,11.87,8.41,0,1,0
50,40291.0,1000.0,610.0,81,11,15.35,2.48,1,1,0
58,17306.0,18730.0,698.0,196,3,10.3,100.0,0,1,0
22,65603.0,22343.0,528.0,18,7,16.51,34.06,0,1,1
35,61097.0,11732.0,514.0,129,10,9.92,19.2,1,1,1
31,24421.0,10324.0,602.0,11,0,10.46,42.28,0,1,1
28,81230.0,22039.0,736.0,80,2,8.82,27.13,0,1,0
46,85260.0,6981.0,606.0,73,5,15.73,8.19,0,0,0
64,41484.0,5456.0,778.0,97,8,12.79,13.15,0,0,0
25,75998.0,19953.0,746.0,5,1,9.08,26.25,0,0,0
26,44686.0,15063.0,673.0,135,10,11.42,33.71,1,1,0
46,58260.0,22454.0,677.0,124,0,3.0,38.54,0,1,1
24,39956.0,1000.0,673.0,50,9,16.11,2.5,0,0,0
39,94857.0,5195.0,663.0,10,2,12.32,5.48,0,1,0
40,49672.0,15100.0,621.0,190,3,3.38,30.4,1,1,0
53,57276.0,17924.0,630.0,184,10,7.17,31.29,1,0,0
40,42617.0,20929.0,564.0,126,4,11.31,49.11,0,1,0
32,88504.0,16224.0,473.0,139,2,7.74,18.33,0,1,1
21,88959.0,16153.0,738.0,72,9,16.17,18.16,1,0,0
46,84357.0,12274.0,663.0,1,10,14.67,14.55,0,1,0
34,72216.0,26136.0,650.0,7,1,14.44,36.19,1,1,0
58,43754.0,7279.0,682.0,138,1,3.0,16.64,1,0,0
57,69901.0,17513.0,584.0,123,6,10.9,25.05,1,0,0
31,54873.0,8085.0,570.0,52,8,10.21,14.73,0,1,0
56,78623.0,18743.0,627.0,227,9,9.18,23.84,1,0,0
33,75086.0,7741.0,759.0,9,1,11.34,10.31,1,0,0
63,43313.0,20207.0,557.0,212,6,8.5,46.65,1,0,0
23,72061.0,15785.0,440.0,211,6,13.86,21.91,0,1,1
53,67277.0,27212.0,608.0,111,10,16.07,40.45,0,1,1
26,15000.0,13033.0,741.0,7,6,15.72,86.89,0,1,0
30,69417.0,17975.0,511.0,35,2,12.45,25.89,0,0,1
25,47228.0,9542.0,556.0,220,11,21.0,20.2,1,1,1
43,39051.0,12985.0,671.0,105,6,17.56,33.25,0,0,0
30,39821.0,15740.0,850.0,203,0,12.59,39.53,0,0,0
64,52566.0,4309.0,541.0,13,9,11.07,8.2,0,0,0
22,63641.0,5077.0,538.0,239,0,18.35,7.98,1,0,1
33,30422.0,19199.0,677.0,181,4,17.03,63.11,1,1,0
60,58417.0,13977.0,746.0,212,1,7.36,23.93,0,1,0
22,65382.0,10850.0,600.0,85,8,17.34,16.59,0,0,0
40,88513.0,9841.0,520.0,148,6,12.38,11.12,0,1,0
21,35620.0,10111.0,685.0,235,3,9.56,28.39,1,1,0
57,48707.0,15788.0,699.0,49,3,5.08,32.41,1,1,0
29,59710.0,18115.0,792.0,221,1,11.92,30.34,1,0,0
37,75653.0,1000.0,703.0,166,4,12.95,1.32,0,1,0
29,49524.0,24890.0,716.0,19,3,19.35,50.26,1,0,0
31,76576.0,24392.0,629.0,215,11,16.83,31.85,0,1,0
35,20127.0,1000.0,845.0,86,0,10.67,4.97,1,0,0
44,32440.0,22601.0,618.0,134,11,14.56,69.67,0,1,1
58,61276.0,22387.0,601.0,136,7,16.3,36.53,1,0,0
55,29605.0,15003.0,795.0,128,2,13.34,50.68,0,0,0
50,33860.0,5920.0,532.0,153,5,10.65,17.48,1,1,1
51,45500.0,22107.0,502.0,165,3,10.87,48.59,1,1,1
25,68886.0,13311.0,660.0,37,8,14.54,19.32,0,1,0
64,20873.0,18842.0,650.0,188,6,14.65,90.27,0,1,0
34,58065.0,30534.0,632.0,43,8,11.83,52.59,1,0,1
31,73593.0,16763.0,730.0,85,9,3.0,22.78,0,1,0
29,51491.0,8582.0,577.0,43,2,7.84,16.67,0,0,0
54,48361.0,12650.0,655.0,73,0,15.48,26.16,0,0,0
32,62232.0,9474.0,621.0,118,4,4.48,15.22,1,1,0
55,51542.0,18034.0,579.0,189,2,17.74,34.99,0,1,1
55,80029.0,9358.0,645.0,121,5,17.14,11.69,0,1,0
21,34995.0,11690.0,718.0,133,7,13.16,33.4,0,1,0
60,54070.0,6009.0,820.0,144,10,15.39,11.11,0,1,0
42,58702.0,14075.0,696.0,50,3,15.12,23.98,1,0,0
49,48188.0,16237.0,449.0,37,4,12.53,33.7,1,0,1
28,15000.0,1000.0,647.0,151,4,7.5,6.67,1,1,0
31,52104.0,16817.0,654.0,50,3,16.87,32.28,0,0,0
61,71203.0,14680.0,725.0,9,3,18.63,20.62,1,0,0
57,69006.0,9645.0,665.0,119,3,8.17,13.98,0,0,0
34,61386.0,29200.0,750.0,199,3,7.35,47.57,0,1,0
50,35238.0,21709.0,681.0,148,3,12.45,61.61,1,0,1
55,62116.0,7325.0,775.0,69,4,10.5,11.79,1,1,0
41,44678.0,20868.0,615.0,84,1,13.58,46.71,1,1,1
57,61363.0,23711.0,662.0,56,1,17.83,38.64,1,0,0
25,57187.0,15924.0,716.0,125,8,4.02,27.85,0,1,0
39,37425.0,17530.0,604.0,38,1,19.33,46.84,0,1,1
34,38936.0,17368.0,587.0,215,5,11.37,44.61,1,1,0
46,61390.0,1000.0,600.0,32,1,15.05,1.63,0,1,1
24,51020.0,13692.0,590.0,186,4,15.47,26.84,0,0,0
45,39875.0,13328.0,692.0,17,3,15.94,33.42,1,1,0
62,38389.0,25011.0,503.0,183,11,13.25,65.15,1,0,1
45,49531.0,17336.0,526.0,219,6,14.18,35.0,0,1,1
38,83226.0,12917.0,799.0,56,6,14.16,15.52,1,1,0
60,45531.0,14369.0,592.0,95,5,10.48,31.56,1,1,0
28,54748.0,22164.0,666.0,203,9,5.97,40.48,1,0,0
59,56830.0,13708.0,531.0,47,4,8.12,24.12,0,0,1
60,34642.0,10113.0,658.0,41,0,12.58,29.19,0,0,0
34,23269.0,13070.0,592.0,26,11,9.85,56.17,0,0,1
52,36520.0,21585.0,525.0,73,2,9.86,59.1,0,0,1
58,59447.0,18473.0,757.0,109,8,20.2,31.07,0,1,0
53,56572.0,15310.0,745.0,179,0,16.44,27.06,0,0,0
43,67643.0,16341.0,641.0,169,4,11.99,24.16,0,1,0
35,56741.0,11082.0,730.0,31,1,15.69,19.53,1,0,0
53,53028.0,13642.0,802.0,233,3,11.32,25.73,0,1,0
45,44128.0,10357.0,710.0,25,10,13.44,23.47,1,1,0
37,70923.0,12937.0,688.0,24,0,14.77,18.24,1,1,0
53,38455.0,24423.0,666.0,74,2,11.33,63.51,0,1,1
22,35013.0,7455.0,702.0,22,9,10.26,21.29,1,0,0
34,65207.0,10179.0,621.0,225,6,17.9,15.61,1,1,0
60,31003.0,6220.0,628.0,56,9,15.46,20.06,0,0,0
60,98466.0,4704.0,686.0,179,2,3.98,4.78,1,0,0
